-126,1,264.9,208,-4.330682,48.11165,1449143425
-126,0.8,261.4,206,-4.330732,48.11165,1449143434
-126,0.8,264.1,203,-4.3307815,48.11165,1449143444
-126,102.3,360,198,-4.3308983,48.111633,1449143464
-126,0.7,265.4,196,-4.3309484,48.111633,1449143475
-126,0.6,264.8,194,-4.330965,48.11165,1449143485
0,0.6,265.2,193,-4.3309984,48.11165,1449143494
-126,0.4,280.7,181,-4.331315,48.111633,1449143575
-126,0.7,279.8,178,-4.331365,48.111633,1449143584
-126,0.6,279.7,174,-4.3313985,48.111633,1449143594
-126,0.2,280.6,171,-4.3313985,48.11165,1449143605
-126,0.2,281.6,167,-4.331415,48.11165,1449143615
-126,0.3,284.4,165,-4.331415,48.11165,1449143624
-126,0.3,285.4,162,-4.331432,48.11165,1449143635
-126,0.1,286.1,159,-4.331432,48.111668,1449143644
-126,0.3,285.3,156,-4.3314486,48.111668,1449143654
-126,0.1,285.9,152,-4.331465,48.111668,1449143665
-126,0.2,284,149,-4.3314815,48.111668,1449143675
-126,0,281.3,147,-4.331498,48.111668,1449143684
-126,0.1,275.7,145,-4.331498,48.111668,1449143695
-126,0.1,278.9,143,-4.331498,48.111668,1449143704
-126,0.3,280.6,141,-4.331498,48.111683,1449143713
0,0.5,264.6,140,-4.331498,48.111683,1449143725
0,0.4,246.5,139,-4.3314815,48.111683,1449143735
0,0.6,216.5,138,-4.3314486,48.111668,1449143744
0,0.7,177.8,138,-4.331382,48.111668,1449143755
0,102.3,360,139,-4.331315,48.11165,1449143763
0,102.3,360,139,-4.331265,48.111633,1449143774
0,0.8,108.7,139,-4.331215,48.111633,1449143785
0,0.6,100.4,140,-4.3311815,48.111633,1449143795
0,0.7,97.8,141,-4.331148,48.11165,1449143804
0,0.8,95.2,143,-4.3310986,48.11165,1449143815
0,0.7,95.2,144,-4.331065,48.111633,1449143823
0,0.7,92.2,145,-4.3309984,48.111633,1449143834
0,0.5,91.9,147,-4.3308816,48.111618,1449143855
0,0.5,89.1,148,-4.3308315,48.111633,1449143865
0,0.6,87.8,150,-4.3307815,48.111633,1449143875
0,102.3,360,151,-4.3307486,48.111633,1449143883
0,0.6,86.2,152,-4.330715,48.111633,1449143893
0,0.5,84.6,154,-4.330682,48.11165,1449143904
0,0.4,83.4,155,-4.3306484,48.111633,1449143914
0,0.5,78.8,156,-4.3305984,48.111633,1449143924
0,0.5,73.5,158,-4.3305817,48.111633,1449143934
127,0.4,71.8,159,-4.330565,48.11165,1449143943
127,0.9,67.2,160,-4.3305316,48.11165,1449143953
127,0.7,68,163,-4.330515,48.111668,1449143965
127,0.5,61.3,166,-4.330498,48.111668,1449143974
127,0.4,62.8,168,-4.3304815,48.111683,1449143984
0,0.7,59.3,171,-4.330448,48.1117,1449143994
127,0.8,38,173,-4.3304315,48.111732,1449144004
127,0.4,16.5,176,-4.3304315,48.111732,1449144013
127,0.3,31.1,180,-4.3303986,48.111767,1449144025
127,0.3,29.7,191,-4.3303485,48.1118,1449144054
127,0,34,197,-4.3303485,48.11183,1449144073
0,0.4,28.3,201,-4.3303485,48.11183,1449144094
0,0.5,14.1,202,-4.330365,48.111816,1449144104
0,0.6,349.8,202,-4.330382,48.111816,1449144114
0,0.6,308.8,204,-4.330415,48.1118,1449144123
0,0.7,287.9,205,-4.330448,48.111767,1449144133
0,0.6,239.6,206,-4.330565,48.11175,1449144153
0,0.8,250.4,206,-4.330615,48.111717,1449144164
0,0.9,253.2,205,-4.330682,48.111717,1449144175
0,1,254.1,204,-4.330715,48.1117,1449144183
0,0.6,246.8,203,-4.330765,48.1117,1449144193
0,0.7,246.3,200,-4.3308816,48.111668,1449144213
0,0.9,252.4,199,-4.3309317,48.11165,1449144224
0,0.6,250,198,-4.3309484,48.11165,1449144233
0,0.7,258.3,196,-4.331032,48.111633,1449144253
-126,102.3,360,192,-4.331148,48.111618,1449144273
-126,0.5,264,188,-4.331198,48.111618,1449144293
-126,0.5,268.7,184,-4.3312817,48.111618,1449144313
0,0.1,269.4,180,-4.3313484,48.1116,1449144333
0,0.1,275.1,178,-4.331365,48.1116,1449144344
0,0.5,287.4,172,-4.3314486,48.111618,1449144375
0,102.3,360,170,-4.331465,48.111618,1449144383
-126,0.5,295.1,168,-4.3314815,48.111633,1449144393
-126,0.4,305.6,165,-4.331515,48.11165,1449144404
-126,0.3,321.7,163,-4.3315315,48.11165,1449144413
-126,0.2,321.6,159,-4.331548,48.111668,1449144425
-126,0.1,310.4,157,-4.331565,48.111683,1449144435
0,0.1,310.4,155,-4.331565,48.111683,1449144443
0,0,303.6,153,-4.331565,48.111683,1449144453
0,102.3,360,150,-4.331565,48.111683,1449144464
0,0.2,299.4,148,-4.331565,48.111683,1449144474
0,0.2,305.1,145,-4.331565,48.111683,1449144484
0,0.3,300.9,143,-4.331565,48.111683,1449144495
0,0.3,322.5,141,-4.331565,48.111683,1449144503
